0.00303494, 0.00341968, 0.000707865, 0.00502834, 0.00147371, 0.00493611, 0.0037361, 0.0062026, 0.00206912, 0.00347843, 0.0051396, 0.00109315, 0.00160502, 0.000864219, 0.00559707, 0.00447591, 0.00241306, 0.00422559, 0.00335239, 0.00563574, 0.00542492, 0.001815, 0.00276564, 0.00102573, 0.00257303, 0.00494827, 0.00282218, 0.00297586, 
0.00215031, 0.00555884, 0.00517008, 0.00395744, 0.0029661, 0.00122648, 0.00553263, 0.0058827, 0.00136715, 0.00114341, 0.00155242, 0.00531877, 0.00172157, 0.00304049, 0.00320237, 0.00209704, 0.00160521, 3.28713e-05, 0.00180466, 0.00480596, 0.00478721, 0.000337571, 0.0032707, 0.00280403, 0.0031989, 0.00248025, 0.00520133, 0.00177701, 
0.00422964, 0.00151568, 0.00188364, 0.00504408, 0.000146865, 0.00255438, 0.00160679, 0.00394265, 0.00270698, 0.00309849, 0.00190845, 0.00093331, 0.00174213, 0.00306961, 0.00408493, 0.00161639, 0.00158231, 0.00299487, 0.00389016, 0.001344, 0.00540827, 0.00559661, 0.000528216, 0.00180992, 0.00501662, 0.00139897, 0.000648136, 0.00253129, 
0.00159115, 0.000539225, 0.00172047, 0.00503783, 0.00343378, 0.00581206, 0.00274485, 0.000446552, 0.00111454, 0.00240596, 0.00080814, 0.00128263, 0.00228531, 0.00155017, 0.00196253, 0.00135038, 0.00390203, 0.00426472, 0.0028657, 0.00176728, 0.00153589, 0.00246214, 0.00153396, 0.00421765, 0.000500135, 0.00103307, 0.00401613, 0.0030199, 
0.000883666, 0.00407963, 0.00335647, 0.000756495, 0.00360469, 0.00346529, 0.00519101, 0.00429488, 0.00537822, 0.00194663, 0.00527547, 0.00116946, 0.00449827, 0.00407557, 0.00546042, 0.00298537, 0.00288027, 0.000578342, 0.00073236, 0.00476625, 0.00401608, 0.00129452, 0.00498612, 0.00505847, 0.00458979, 0.00617117, 0.000634377, 0.00619258, 
0.00276475, 0.000476128, 0.00560878, 0.00589309, 0.00176957, 0.00039679, 0.00228062, 0.00431801, 0.0001148, 0.00349356, 0.000186177, 0.00568889, 0.00490995, 0.00203283, 0.00316668, 0.00111909, 0.00256572, 0.000137773, 0.00598549, 0.00232555, 0.00138406, 0.00167365, 0.00212706, 0.00327344, 0.0037114, 0.000660367, 6.07184e-05, 0.00268405, 
0.00103272, 0.00131467, 0.00391534, 0.00471281, 0.00432068, 0.00175768, 0.00303239, 0.000769066, 0.0028363, 0.0027228, 0.000103109, 0.00270518, 0.00110797, 0.00342671, 0.000760564, 0.00406518, 0.000876808, 0.000734064, 0.00309511, 0.00072921, 0.00518683, 0.00411728, 0.00319887, 0.000595537, 0.00129978, 0.00342295, 7.4572e-05, 0.00370032, 
0.000584993, 0.00255376, 0.00305582, 0.00211515, 0.00275613, 0.00309806, 0.00463286, 0.00326462, 0.000916928, 0.00103504, 0.00134979, 0.00102023, 0.00444699, 0.00168731, 0.00514428, 0.00429471, 0.00341993, 0.0012703, 0.000817705, 0.00211405, 0.00577255, 0.00434018, 0.00337223, 0.00286423, 0.00535453, 0.00447729, 0.00219649, 0.00282157, 
0.00190541, 0.00344796, 0.00395287, 0.00155899, 0.0019746, 0.00224029, 0.00264828, 0.00389636, 0.00102259, 0.00362743, 0.00586299, 0.00235311, 0.00459978, 0.00541808, 0.00324278, 0.00184782, 0.00227381, 0.00355361, 8.12993e-05, 0.00285611, 0.00514726, 2.85584e-05, 0.00304923, 0.00350747, 0.0032965, 0.000787305, 0.00183778, 0.00121558, 
0.00602701, 0.00359431, 0.00319449, 0.000269618, 0.00395345, 0.0037379, 0.000670895, 0.00293709, 0.002782, 0.00260574, 0.00228839, 0.000142436, 0.00154889, 0.00462877, 0.00544112, 0.00146033, 0.00520364, 0.0045015, 0.00292469, 0.00271308, 0.00138606, 0.0048053, 0.00124329, 0.00115912, 0.00070887, 0.00038038, 0.00371929, 0.00422654, 
0.00224376, 0.0056753, 0.0020419, 0.0019111, 0.00131151, 0.0020773, 0.00626278, 0.0054522, 0.00125401, 0.00142149, 0.00105565, 0.00356662, 0.00321567, 0.00142288, 0.0057226, 0.00347245, 0.00543918, 0.00145203, 0.00552192, 0.00220079, 0.00456261, 0.00510307, 0.00266063, 0.00163441, 0.00159429, 0.00324593, 0.00526944, 8.30426e-05, 
0.00182359, 0.00195446, 0.00283168, 0.00274865, 0.00410702, 0.00508848, 0.00525754, 0.00353644, 0.00384364, 0.00496388, 0.00304936, 0.00038959, 0.000855916, 0.00465501, 0.00263664, 0.000438356, 0.00397456, 0.00133576, 0.00243826, 0.00362752, 0.00149624, 0.00303302, 0.00134569, 0.000437856, 0.00348033, 0.00225744, 0.00149185, 0.0054788, 
0.000801485, 0.00244617, 0.00402337, 0.00187674, 0.00297316, 0.00361479, 0.00374748, 0.00285671, 0.00200651, 0.00626794, 0.0055913, 0.00456246, 0.00158018, 0.00357581, 0.000508502, 0.00253034, 0.00567425, 0.00144548, 0.00218471, 0.000496877, 0.00199155, 0.000536732, 0.00314813, 0.00539911, 0.00354862, 0.00341973, 0.00228417, 0.000281659, 
0.00245291, 0.00539675, 0.0036203, 0.00263998, 0.00442323, 0.00418307, 0.00403961, 0.000695587, 0.00252057, 0.00120258, 0.000236134, 0.000384278, 0.00541056, 0.000524634, 0.00122109, 0.00401839, 0.00381824, 0.0048466, 0.00206412, 0.00370889, 0.00466935, 0.00282777, 0.00596944, 0.000993025, 0.00431386, 0.00391463, 0.000637956, 0.00204721, 
0.00095107, 0.00529604, 0.00492158, 0.00166254, 0.00060879, 0.00111943, 0.00388913, 0.00406073, 0.00548189, 0.00144551, 0.00319753, 0.000724448, 0.00140332, 0.00413283, 0.00572182, 0.0031028, 0.00101964, 0.00553949, 0.00212663, 0.00476998, 0.00470392, 4.29972e-06, 0.00187756, 0.00516575, 0.00410691, 0.00517366, 0.002007, 0.000946167, 
0.00133755, 0.0024784, 0.000181497, 0.0023965, 0.00351883, 0.00529981, 2.57228e-05, 0.00123312, 4.46691e-05, 0.00494392, 0.00458742, 0.00273723, 0.00303135, 0.00208268, 0.000372513, 0.00353725, 0.00389587, 0.0033471, 0.00386398, 0.00574671, 0.00266596, 0.00160221, 0.00565431, 0.00500185, 0.00372964, 0.00249165, 0.00257904, 0.00413061, 
0.00551614, 0.00525501, 0.00468336, 0.000118736, 3.45966e-05, 0.00121246, 0.00313365, 0.00143814, 0.00527272, 0.000482955, 0.00239013, 0.00195681, 0.0011514, 7.56676e-05, 0.0028426, 0.00462647, 0.00430651, 0.00454484, 0.0042334, 0.00103179, 0.00182865, 0.0038091, 0.00578923, 0.003061, 0.00478358, 0.00577206, 0.00388512, 0.00391162, 
0.00589949, 0.00320505, 0.000399848, 0.00483575, 0.000167193, 0.00256271, 0.00643817, 0.00349662, 0.00273817, 0.00538054, 0.00487297, 0.00101057, 0.00152726, 0.00467749, 0.00489016, 0.00508791, 0.00316535, 0.00282262, 0.00596919, 0.00256719, 0.000399395, 0.000929016, 0.00248409, 0.0056432, 0.000442509, 0.00312581, 0.00126657, 0.00487699, 
0.00438834, 0.0053531, 0.000614169, 0.00377622, 0.00532991, 0.000755252, 0.00285677, 0.00571781, 0.00413103, 0.000886281, 0.000963443, 0.00179078, 0.00586794, 0.00597593, 0.00549324, 0.00490369, 0.00530713, 0.00582886, 0.000317179, 0.00539631, 0.00259176, 0.00152643, 0.00582827, 0.00197334, 0.00445066, 0.00201236, 0.00162013, 0.00577426, 
0.00332842, 0.0056391, 0.0056016, 0.00151716, 0.0049613, 0.00235713, 0.00628354, 0.000540434, 0.00149664, 0.00462632, 0.00544524, 0.00520001, 0.000257003, 0.00149954, 0.00184025, 0.00135893, 0.00175737, 0.00216358, 0.00396725, 0.00515192, 0.0032922, 0.00340224, 0.000888176, 2.60866e-06, 0.00259471, 0.001601, 0.00590666, 0.00237065, 
0.00371681, 0.00430482, 0.0036901, 0.00166728, 0.000748566, 0.00306006, 0.00118248, 0.00150191, 0.00366311, 0.00357745, 0.00134718, 0.00382975, 0.00539451, 0.00126181, 0.00516295, 0.0025561, 0.00493665, 0.0020041, 0.0035308, 0.00276935, 0.00471026, 0.00542616, 0.00536668, 0.00529979, 0.000394222, 0.00110243, 0.00424696, 0.00610944, 
0.00473492, 0.00465838, 0.00439267, 0.00215251, 0.00449818, 0.00379619, 0.0014539, 0.00364376, 0.0031702, 0.00348348, 0.00142158, 0.0045259, 0.00437384, 0.00158862, 0.00256482, 0.00268959, 0.000140804, 0.000909739, 0.00087639, 0.00247543, 0.00536118, 0.00418964, 0.00219588, 0.0048602, 0.00385547, 0.00244946, 0.0027196, 0.00419008, 
0.00466947, 0.000200698, 0.000328812, 0.005051, 0.00530568, 0.00239315, 0.000235039, 0.000539219, 0.00438617, 0.0024463, 0.0059173, 0.00313239, 0.00417589, 0.00293504, 0.00498997, 0.000857526, 0.0033812, 0.00160395, 0.00153936, 0.0047495, 0.00264504, 0.00117298, 0.00023321, 0.00135268, 0.00467025, 0.00107377, 0.000453608, 0.00490044, 
0.00474524, 0.00384964, 0.000421375, 0.00427567, 0.00284407, 0.00516462, 0.00542887, 0.000453734, 0.00570632, 0.00130895, 0.00506365, 0.00406641, 0.00473209, 0.000317285, 0.000576199, 0.00523901, 0.00401703, 0.00285697, 0.00175304, 0.00332168, 0.00433262, 0.00136281, 0.00321185, 0.00075728, 0.00523705, 0.00613013, 0.00204447, 0.00586571, 
0.00198779, 0.00487496, 0.00401936, 0.00440079, 0.00524779, 0.00421973, 0.00259142, 0.000924007, 0.0045435, 0.00155203, 0.00566424, 0.00287149, 0.00444446, 0.00133941, 0.00043223, 0.00438484, 0.00338663, 0.00339879, 0.00340652, 0.00217202, 0.00194733, 0.00281149, 0.00231064, 0.000870747, 0.00592324, 0.00256853, 0.00492037, 0.00267582, 
0.00342764, 0.00660624, 0.00178555, 0.000412462, 0.00585236, 0.00555451, 0.00254456, 0.000943204, 0.00593824, 0.00475482, 0.00233934, 0.00318064, 0.00472761, 0.00571584, 0.00336869, 0.00344374, 0.00187711, 0.00366833, 0.00154539, 0.00383264, 0.00504903, 0.000511029, 0.00175647, 0.00432006, 0.00398915, 0.00572653, 0.00163277, 0.00505126, 
0.00366094, 0.00380567, 0.00326446, 0.00544695, 0.00380151, 0.00121125, 0.00337713, 0.00163165, 0.00183785, 0.00411804, 0.000363035, 0.00101897, 0.0058124, 0.00412279, 0.00136338, 0.00128292, 0.00351616, 0.0050173, 0.00447048, 0.00367844, 0.00186785, 0.000976847, 0.00347358, 0.00121051, 0.0051182, 0.00478221, 0.00353528, 0.000362267, 
0.0042979, 0.0015943, 0.000712428, 0.00525411, 0.00463, 0.000174549, 0.00338097, 0.00437992, 0.00488466, 0.00432343, 0.00486337, 0.00285968, 0.00595943, 0.00384141, 0.00215463, 0.00357962, 0.00365097, 0.00493534, 0.00194288, 0.00386583, 0.00299038, 0.00333339, 0.000592109, 0.000866938, 0.00281278, 0.00408408, 0.00405545, 0.00332171, 
0.00303494, 0.00341968, 0.000707865, 0.00502834, 0.00147371, 0.00493611, 0.0037361, 0.0062026, 0.00206912, 0.00347843, 0.0051396, 0.00109315, 0.00160502, 0.000864219, 0.00559707, 0.00447591, 0.00241306, 0.00422559, 0.00335239, 0.00563574, 0.00542492, 0.001815, 0.00276564, 0.00102573, 0.00257303, 0.00494827, 0.00282218, 0.00297586, 
0.00215031, 0.00555884, 0.00517008, 0.00395744, 0.0029661, 0.00122648, 0.00553263, 0.0058827, 0.00136715, 0.00114341, 0.00155242, 0.00531877, 0.00172157, 0.00304049, 0.00320237, 0.00209704, 0.00160521, 3.28713e-05, 0.00180466, 0.00480596, 0.00478721, 0.000337571, 0.0032707, 0.00280403, 0.0031989, 0.00248025, 0.00520133, 0.00177701, 
0.00422964, 0.00151568, 0.00188364, 0.00504408, 0.000146865, 0.00255438, 0.00160679, 0.00394265, 0.00270698, 0.00309849, 0.00190845, 0.00093331, 0.00174213, 0.00306961, 0.00408493, 0.00161639, 0.00158231, 0.00299487, 0.00389016, 0.001344, 0.00540827, 0.00559661, 0.000528216, 0.00180992, 0.00501662, 0.00139897, 0.000648136, 0.00253129, 
0.00159115, 0.000539225, 0.00172047, 0.00503783, 0.00343378, 0.00581206, 0.00274485, 0.000446552, 0.00111454, 0.00240596, 0.00080814, 0.00128263, 0.00228531, 0.00155017, 0.00196253, 0.00135038, 0.00390203, 0.00426472, 0.0028657, 0.00176728, 0.00153589, 0.00246214, 0.00153396, 0.00421765, 0.000500135, 0.00103307, 0.00401613, 0.0030199, 
0.000883666, 0.00407963, 0.00335647, 0.000756495, 0.00360469, 0.00346529, 0.00519101, 0.00429488, 0.00537822, 0.00194663, 0.00527547, 0.00116946, 0.00449827, 0.00407557, 0.00546042, 0.00298537, 0.00288027, 0.000578342, 0.00073236, 0.00476625, 0.00401608, 0.00129452, 0.00498612, 0.00505847, 0.00458979, 0.00617117, 0.000634377, 0.00619258, 
0.00276475, 0.000476128, 0.00560878, 0.00589309, 0.00176957, 0.00039679, 0.00228062, 0.00431801, 0.0001148, 0.00349356, 0.000186177, 0.00568889, 0.00490995, 0.00203283, 0.00316668, 0.00111909, 0.00256572, 0.000137773, 0.00598549, 0.00232555, 0.00138406, 0.00167365, 0.00212706, 0.00327344, 0.0037114, 0.000660367, 6.07184e-05, 0.00268405, 
0.00103272, 0.00131467, 0.00391534, 0.00471281, 0.00432068, 0.00175768, 0.00303239, 0.000769066, 0.0028363, 0.0027228, 0.000103109, 0.00270518, 0.00110797, 0.00342671, 0.000760564, 0.00406518, 0.000876808, 0.000734064, 0.00309511, 0.00072921, 0.00518683, 0.00411728, 0.00319887, 0.000595537, 0.00129978, 0.00342295, 7.4572e-05, 0.00370032, 
0.000584993, 0.00255376, 0.00305582, 0.00211515, 0.00275613, 0.00309806, 0.00463286, 0.00326462, 0.000916928, 0.00103504, 0.00134979, 0.00102023, 0.00444699, 0.00168731, 0.00514428, 0.00429471, 0.00341993, 0.0012703, 0.000817705, 0.00211405, 0.00577255, 0.00434018, 0.00337223, 0.00286423, 0.00535453, 0.00447729, 0.00219649, 0.00282157, 
0.00190541, 0.00344796, 0.00395287, 0.00155899, 0.0019746, 0.00224029, 0.00264828, 0.00389636, 0.00102259, 0.00362743, 0.00586299, 0.00235311, 0.00459978, 0.00541808, 0.00324278, 0.00184782, 0.00227381, 0.00355361, 8.12993e-05, 0.00285611, 0.00514726, 2.85584e-05, 0.00304923, 0.00350747, 0.0032965, 0.000787305, 0.00183778, 0.00121558, 
0.00602701, 0.00359431, 0.00319449, 0.000269618, 0.00395345, 0.0037379, 0.000670895, 0.00293709, 0.002782, 0.00260574, 0.00228839, 0.000142436, 0.00154889, 0.00462877, 0.00544112, 0.00146033, 0.00520364, 0.0045015, 0.00292469, 0.00271308, 0.00138606, 0.0048053, 0.00124329, 0.00115912, 0.00070887, 0.00038038, 0.00371929, 0.00422654, 
0.00224376, 0.0056753, 0.0020419, 0.0019111, 0.00131151, 0.0020773, 0.00626278, 0.0054522, 0.00125401, 0.00142149, 0.00105565, 0.00356662, 0.00321567, 0.00142288, 0.0057226, 0.00347245, 0.00543918, 0.00145203, 0.00552192, 0.00220079, 0.00456261, 0.00510307, 0.00266063, 0.00163441, 0.00159429, 0.00324593, 0.00526944, 8.30426e-05, 
0.00182359, 0.00195446, 0.00283168, 0.00274865, 0.00410702, 0.00508848, 0.00525754, 0.00353644, 0.00384364, 0.00496388, 0.00304936, 0.00038959, 0.000855916, 0.00465501, 0.00263664, 0.000438356, 0.00397456, 0.00133576, 0.00243826, 0.00362752, 0.00149624, 0.00303302, 0.00134569, 0.000437856, 0.00348033, 0.00225744, 0.00149185, 0.0054788, 
0.000801485, 0.00244617, 0.00402337, 0.00187674, 0.00297316, 0.00361479, 0.00374748, 0.00285671, 0.00200651, 0.00626794, 0.0055913, 0.00456246, 0.00158018, 0.00357581, 0.000508502, 0.00253034, 0.00567425, 0.00144548, 0.00218471, 0.000496877, 0.00199155, 0.000536732, 0.00314813, 0.00539911, 0.00354862, 0.00341973, 0.00228417, 0.000281659, 
0.00245291, 0.00539675, 0.0036203, 0.00263998, 0.00442323, 0.00418307, 0.00403961, 0.000695587, 0.00252057, 0.00120258, 0.000236134, 0.000384278, 0.00541056, 0.000524634, 0.00122109, 0.00401839, 0.00381824, 0.0048466, 0.00206412, 0.00370889, 0.00466935, 0.00282777, 0.00596944, 0.000993025, 0.00431386, 0.00391463, 0.000637956, 0.00204721, 
0.00095107, 0.00529604, 0.00492158, 0.00166254, 0.00060879, 0.00111943, 0.00388913, 0.00406073, 0.00548189, 0.00144551, 0.00319753, 0.000724448, 0.00140332, 0.00413283, 0.00572182, 0.0031028, 0.00101964, 0.00553949, 0.00212663, 0.00476998, 0.00470392, 4.29972e-06, 0.00187756, 0.00516575, 0.00410691, 0.00517366, 0.002007, 0.000946167, 
0.00133755, 0.0024784, 0.000181497, 0.0023965, 0.00351883, 0.00529981, 2.57228e-05, 0.00123312, 4.46691e-05, 0.00494392, 0.00458742, 0.00273723, 0.00303135, 0.00208268, 0.000372513, 0.00353725, 0.00389587, 0.0033471, 0.00386398, 0.00574671, 0.00266596, 0.00160221, 0.00565431, 0.00500185, 0.00372964, 0.00249165, 0.00257904, 0.00413061, 
0.00551614, 0.00525501, 0.00468336, 0.000118736, 3.45966e-05, 0.00121246, 0.00313365, 0.00143814, 0.00527272, 0.000482955, 0.00239013, 0.00195681, 0.0011514, 7.56676e-05, 0.0028426, 0.00462647, 0.00430651, 0.00454484, 0.0042334, 0.00103179, 0.00182865, 0.0038091, 0.00578923, 0.003061, 0.00478358, 0.00577206, 0.00388512, 0.00391162, 
0.00589949, 0.00320505, 0.000399848, 0.00483575, 0.000167193, 0.00256271, 0.00643817, 0.00349662, 0.00273817, 0.00538054, 0.00487297, 0.00101057, 0.00152726, 0.00467749, 0.00489016, 0.00508791, 0.00316535, 0.00282262, 0.00596919, 0.00256719, 0.000399395, 0.000929016, 0.00248409, 0.0056432, 0.000442509, 0.00312581, 0.00126657, 0.00487699, 
0.00438834, 0.0053531, 0.000614169, 0.00377622, 0.00532991, 0.000755252, 0.00285677, 0.00571781, 0.00413103, 0.000886281, 0.000963443, 0.00179078, 0.00586794, 0.00597593, 0.00549324, 0.00490369, 0.00530713, 0.00582886, 0.000317179, 0.00539631, 0.00259176, 0.00152643, 0.00582827, 0.00197334, 0.00445066, 0.00201236, 0.00162013, 0.00577426, 
0.00332842, 0.0056391, 0.0056016, 0.00151716, 0.0049613, 0.00235713, 0.00628354, 0.000540434, 0.00149664, 0.00462632, 0.00544524, 0.00520001, 0.000257003, 0.00149954, 0.00184025, 0.00135893, 0.00175737, 0.00216358, 0.00396725, 0.00515192, 0.0032922, 0.00340224, 0.000888176, 2.60866e-06, 0.00259471, 0.001601, 0.00590666, 0.00237065, 
0.00371681, 0.00430482, 0.0036901, 0.00166728, 0.000748566, 0.00306006, 0.00118248, 0.00150191, 0.00366311, 0.00357745, 0.00134718, 0.00382975, 0.00539451, 0.00126181, 0.00516295, 0.0025561, 0.00493665, 0.0020041, 0.0035308, 0.00276935, 0.00471026, 0.00542616, 0.00536668, 0.00529979, 0.000394222, 0.00110243, 0.00424696, 0.00610944, 
0.00473492, 0.00465838, 0.00439267, 0.00215251, 0.00449818, 0.00379619, 0.0014539, 0.00364376, 0.0031702, 0.00348348, 0.00142158, 0.0045259, 0.00437384, 0.00158862, 0.00256482, 0.00268959, 0.000140804, 0.000909739, 0.00087639, 0.00247543, 0.00536118, 0.00418964, 0.00219588, 0.0048602, 0.00385547, 0.00244946, 0.0027196, 0.00419008, 
0.00466947, 0.000200698, 0.000328812, 0.005051, 0.00530568, 0.00239315, 0.000235039, 0.000539219, 0.00438617, 0.0024463, 0.0059173, 0.00313239, 0.00417589, 0.00293504, 0.00498997, 0.000857526, 0.0033812, 0.00160395, 0.00153936, 0.0047495, 0.00264504, 0.00117298, 0.00023321, 0.00135268, 0.00467025, 0.00107377, 0.000453608, 0.00490044, 
0.00474524, 0.00384964, 0.000421375, 0.00427567, 0.00284407, 0.00516462, 0.00542887, 0.000453734, 0.00570632, 0.00130895, 0.00506365, 0.00406641, 0.00473209, 0.000317285, 0.000576199, 0.00523901, 0.00401703, 0.00285697, 0.00175304, 0.00332168, 0.00433262, 0.00136281, 0.00321185, 0.00075728, 0.00523705, 0.00613013, 0.00204447, 0.00586571, 
0.00198779, 0.00487496, 0.00401936, 0.00440079, 0.00524779, 0.00421973, 0.00259142, 0.000924007, 0.0045435, 0.00155203, 0.00566424, 0.00287149, 0.00444446, 0.00133941, 0.00043223, 0.00438484, 0.00338663, 0.00339879, 0.00340652, 0.00217202, 0.00194733, 0.00281149, 0.00231064, 0.000870747, 0.00592324, 0.00256853, 0.00492037, 0.00267582, 
0.00342764, 0.00660624, 0.00178555, 0.000412462, 0.00585236, 0.00555451, 0.00254456, 0.000943204, 0.00593824, 0.00475482, 0.00233934, 0.00318064, 0.00472761, 0.00571584, 0.00336869, 0.00344374, 0.00187711, 0.00366833, 0.00154539, 0.00383264, 0.00504903, 0.000511029, 0.00175647, 0.00432006, 0.00398915, 0.00572653, 0.00163277, 0.00505126, 
0.00366094, 0.00380567, 0.00326446, 0.00544695, 0.00380151, 0.00121125, 0.00337713, 0.00163165, 0.00183785, 0.00411804, 0.000363035, 0.00101897, 0.0058124, 0.00412279, 0.00136338, 0.00128292, 0.00351616, 0.0050173, 0.00447048, 0.00367844, 0.00186785, 0.000976847, 0.00347358, 0.00121051, 0.0051182, 0.00478221, 0.00353528, 0.000362267, 
0.0042979, 0.0015943, 0.000712428, 0.00525411, 0.00463, 0.000174549, 0.00338097, 0.00437992, 0.00488466, 0.00432343, 0.00486337, 0.00285968, 0.00595943, 0.00384141, 0.00215463, 0.00357962, 0.00365097, 0.00493534, 0.00194288, 0.00386583, 0.00299038, 0.00333339, 0.000592109, 0.000866938, 0.00281278, 0.00408408, 0.00405545, 0.00332171, 
0.00303494, 0.00341968, 0.000707865, 0.00502834, 0.00147371, 0.00493611, 0.0037361, 0.0062026, 0.00206912, 0.00347843, 0.0051396, 0.00109315, 0.00160502, 0.000864219, 0.00559707, 0.00447591, 0.00241306, 0.00422559, 0.00335239, 0.00563574, 0.00542492, 0.001815, 0.00276564, 0.00102573, 0.00257303, 0.00494827, 0.00282218, 0.00297586, 
0.00215031, 0.00555884, 0.00517008, 0.00395744, 0.0029661, 0.00122648, 0.00553263, 0.0058827, 0.00136715, 0.00114341, 0.00155242, 0.00531877, 0.00172157, 0.00304049, 0.00320237, 0.00209704, 0.00160521, 3.28713e-05, 0.00180466, 0.00480596, 0.00478721, 0.000337571, 0.0032707, 0.00280403, 0.0031989, 0.00248025, 0.00520133, 0.00177701, 
0.00422964, 0.00151568, 0.00188364, 0.00504408, 0.000146865, 0.00255438, 0.00160679, 0.00394265, 0.00270698, 0.00309849, 0.00190845, 0.00093331, 0.00174213, 0.00306961, 0.00408493, 0.00161639, 0.00158231, 0.00299487, 0.00389016, 0.001344, 0.00540827, 0.00559661, 0.000528216, 0.00180992, 0.00501662, 0.00139897, 0.000648136, 0.00253129, 
0.00159115, 0.000539225, 0.00172047, 0.00503783, 0.00343378, 0.00581206, 0.00274485, 0.000446552, 0.00111454, 0.00240596, 0.00080814, 0.00128263, 0.00228531, 0.00155017, 0.00196253, 0.00135038, 0.00390203, 0.00426472, 0.0028657, 0.00176728, 0.00153589, 0.00246214, 0.00153396, 0.00421765, 0.000500135, 0.00103307, 0.00401613, 0.0030199, 
0.000883666, 0.00407963, 0.00335647, 0.000756495, 0.00360469, 0.00346529, 0.00519101, 0.00429488, 0.00537822, 0.00194663, 0.00527547, 0.00116946, 0.00449827, 0.00407557, 0.00546042, 0.00298537, 0.00288027, 0.000578342, 0.00073236, 0.00476625, 0.00401608, 0.00129452, 0.00498612, 0.00505847, 0.00458979, 0.00617117, 0.000634377, 0.00619258, 
0.00276475, 0.000476128, 0.00560878, 0.00589309, 0.00176957, 0.00039679, 0.00228062, 0.00431801, 0.0001148, 0.00349356, 0.000186177, 0.00568889, 0.00490995, 0.00203283, 0.00316668, 0.00111909, 0.00256572, 0.000137773, 0.00598549, 0.00232555, 0.00138406, 0.00167365, 0.00212706, 0.00327344, 0.0037114, 0.000660367, 6.07184e-05, 0.00268405, 
0.00103272, 0.00131467, 0.00391534, 0.00471281, 0.00432068, 0.00175768, 0.00303239, 0.000769066, 0.0028363, 0.0027228, 0.000103109, 0.00270518, 0.00110797, 0.00342671, 0.000760564, 0.00406518, 0.000876808, 0.000734064, 0.00309511, 0.00072921, 0.00518683, 0.00411728, 0.00319887, 0.000595537, 0.00129978, 0.00342295, 7.4572e-05, 0.00370032, 
0.000584993, 0.00255376, 0.00305582, 0.00211515, 0.00275613, 0.00309806, 0.00463286, 0.00326462, 0.000916928, 0.00103504, 0.00134979, 0.00102023, 0.00444699, 0.00168731, 0.00514428, 0.00429471, 0.00341993, 0.0012703, 0.000817705, 0.00211405, 0.00577255, 0.00434018, 0.00337223, 0.00286423, 0.00535453, 0.00447729, 0.00219649, 0.00282157, 
0.00190541, 0.00344796, 0.00395287, 0.00155899, 0.0019746, 0.00224029, 0.00264828, 0.00389636, 0.00102259, 0.00362743, 0.00586299, 0.00235311, 0.00459978, 0.00541808, 0.00324278, 0.00184782, 0.00227381, 0.00355361, 8.12993e-05, 0.00285611, 0.00514726, 2.85584e-05, 0.00304923, 0.00350747, 0.0032965, 0.000787305, 0.00183778, 0.00121558, 
0.00602701, 0.00359431, 0.00319449, 0.000269618, 0.00395345, 0.0037379, 0.000670895, 0.00293709, 0.002782, 0.00260574, 0.00228839, 0.000142436, 0.00154889, 0.00462877, 0.00544112, 0.00146033, 0.00520364, 0.0045015, 0.00292469, 0.00271308, 0.00138606, 0.0048053, 0.00124329, 0.00115912, 0.00070887, 0.00038038, 0.00371929, 0.00422654, 
0.00224376, 0.0056753, 0.0020419, 0.0019111, 0.00131151, 0.0020773, 0.00626278, 0.0054522, 0.00125401, 0.00142149, 0.00105565, 0.00356662, 0.00321567, 0.00142288, 0.0057226, 0.00347245, 0.00543918, 0.00145203, 0.00552192, 0.00220079, 0.00456261, 0.00510307, 0.00266063, 0.00163441, 0.00159429, 0.00324593, 0.00526944, 8.30426e-05, 
0.00182359, 0.00195446, 0.00283168, 0.00274865, 0.00410702, 0.00508848, 0.00525754, 0.00353644, 0.00384364, 0.00496388, 0.00304936, 0.00038959, 0.000855916, 0.00465501, 0.00263664, 0.000438356, 0.00397456, 0.00133576, 0.00243826, 0.00362752, 0.00149624, 0.00303302, 0.00134569, 0.000437856, 0.00348033, 0.00225744, 0.00149185, 0.0054788, 
0.000801485, 0.00244617, 0.00402337, 0.00187674, 0.00297316, 0.00361479, 0.00374748, 0.00285671, 0.00200651, 0.00626794, 0.0055913, 0.00456246, 0.00158018, 0.00357581, 0.000508502, 0.00253034, 0.00567425, 0.00144548, 0.00218471, 0.000496877, 0.00199155, 0.000536732, 0.00314813, 0.00539911, 0.00354862, 0.00341973, 0.00228417, 0.000281659, 
0.00245291, 0.00539675, 0.0036203, 0.00263998, 0.00442323, 0.00418307, 0.00403961, 0.000695587, 0.00252057, 0.00120258, 0.000236134, 0.000384278, 0.00541056, 0.000524634, 0.00122109, 0.00401839, 0.00381824, 0.0048466, 0.00206412, 0.00370889, 0.00466935, 0.00282777, 0.00596944, 0.000993025, 0.00431386, 0.00391463, 0.000637956, 0.00204721, 
